"ID","count.11111","count.11112","count.11113","count.11121","count.11123","count.11311","count.11312","count.11313","count.11321","count.11323","count.11911","count.11912","count.11913","count.11921","count.11922","count.11923","count.12111","count.12112","count.12113","count.12121","count.12122","count.12123","count.12311","count.12313","count.12911","count.12912","count.12913","count.12921","count.12922","count.12923","count.11122","count.12312","count.12321","count.12322","count.12323","count.92111","count.92112","count.92113","count.92311","count.92312","count.92313","count.92911","count.92912","count.92913","NUTS_ID"
1,177861,398,168443,357117,57062,24795,1,24018,2383,117,631343,589,549326,5794766,158893,7100604,133743,40,175446,154605,10,158088,894,2203,2832678,1289,4684785,12764507,329327,33157295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"NO06"
2,1169083,121,1332054,169613,35041,137026,16,172036,0,0,43245,46,798069,2453,0,2690,4928735,3632,7802095,2748918,273,3963903,627186,1669147,167446,644,3306544,55906,18,763001,4,310,19030,1,25937,12671,382,84762,15326,3,24071,3772,284,469794,"SE32"
