"ID","count.11111","count.11112","count.11113","count.11211","count.11212","count.11213","count.11911","count.11912","count.11913","count.12111","count.12112","count.12113","count.12211","count.12212","count.12213","count.12311","count.12312","count.12313","count.12911","count.12912","count.12913","count.19111","count.19112","count.19113","count.19911","count.19912","count.19913","count.31111","count.31112","count.31113","count.31211","count.31212","count.31213","count.31311","count.31312","count.31313","count.31911","count.31912","count.31913","count.32111","count.32112","count.32113","count.32211","count.32212","count.32213","count.32311","count.32312","count.32313","count.32911","count.32912","count.32913","count.39111","count.39113","count.39911","count.39912","count.39913","count.91111","count.91112","count.91113","count.92111","count.92112","count.92113","count.92311","count.92312","count.92313","count.92911","count.92912","count.92913","count.99111","count.99112","count.99113","count.99911","count.99912","count.99913","count.99991","count.99993","count.91211","count.91212","count.91213","count.91911","count.91912","count.91913","count.92211","count.92213","NUTS_ID"
1,368317,211473,2916283,8349,7327,230137,12399,2319,52174,1173288,1311972,4537964,343,545,9349,49605,27702,24992,26268,19469,307961,6050,5386,48436,785,267,19067,966178,617950,4467464,2569,2335,95359,19990,18376,50512,4539,3561,34337,4289405,3414599,14931815,520,466,11701,485801,448745,1421650,63453,47668,360972,2,1001,128,11,2471,880,2268,10977,21908,43093,480793,114,74,2312,12549,6727,142836,2909,2834,38020,4576,3473,61661,4,129,0,0,0,0,0,0,0,0,"FRG0"
2,893276,319201,5971879,94124,46186,1799576,18289,5032,109074,1085863,450588,3486855,7922,3221,66021,0,0,0,16062,4571,99176,7228,1515,8834,5759,1628,25731,10549,9092,66768,4792,1847,52746,0,0,0,0,0,0,36323,21247,163989,189,5,2521,2319,487,1220,0,0,0,0,0,0,0,0,111433,43615,460078,110612,47507,493717,0,0,0,33705,12011,238738,16758,4264,13113,16329,2636,75997,9,167,2451,1038,16681,55498,15438,216942,310,1870,"FRI3"
