"ID","count.11111","count.11112","count.11113","count.11311","count.11312","count.11313","count.11911","count.11912","count.11913","count.12111","count.12112","count.12113","count.12311","count.12312","count.12313","count.12911","count.12912","count.12913","NUTS_ID"
1,211688,110376,1173811,2172,1839,27514,4597,1203,38122,5208981,2567469,31823083,1017587,520213,6456946,58812,15850,659444,"CZ02"
2,9973,10731,75006,105,546,3968,33,0,347,4689388,2367254,26956775,741897,377729,3882684,110564,36341,875003,"CZ03"
3,781,217,1990,27,0,13,131,1,1811,793679,508314,5726508,196765,125094,1416946,6283,3900,67757,"CZ06"
4,3743,1062,48640,0,0,0,88,15,4891,145743,22217,792071,388,10,2557,13446,1839,75022,"CZ01"
