"ID","count.11111","count.11112","count.11113","count.11211","count.11212","count.11213","count.11311","count.11312","count.11313","count.11911","count.11912","count.11913","count.12111","count.12112","count.12113","count.12211","count.12212","count.12213","count.12311","count.12312","count.12313","count.12911","count.12912","count.12913","count.19111","count.19112","count.19113","count.19211","count.19212","count.19213","count.19911","count.19912","count.19913","count.91111","count.91112","count.91113","count.91211","count.91212","count.91213","count.91313","count.91911","count.91912","count.91913","count.92111","count.92112","count.92113","count.92211","count.92212","count.92213","count.92911","count.92912","count.92913","count.99111","count.99112","count.99113","count.99211","count.99212","count.99213","count.99911","count.99912","count.99913","NUTS_ID"
1,20091220,2463617,30278805,4755442,667374,7153550,18855,1098,255295,160558,20668,693399,375632,45165,813359,303849,24203,645143,223,90,1939,10696,1077,78441,938,287,15150,919,642,10111,2034,598,31581,202671,17471,1531878,38639,4326,227276,1500,13385,3758,330078,38593,3614,136819,10302,3479,17093,2830,422,5416,8101,1187,63581,1127,16,4693,4012,1506,82577,"ITG1"
