"ID","count.12111","count.12112","count.12113","count.12311","count.12312","count.12313","count.12911","count.12912","count.12913","count.92111","count.92112","count.92113","count.92311","count.92312","count.92313","count.92911","count.92912","count.92913","NUTS_ID"
1,4113076,597633,29435550,4146758,319056,42394694,437641,42297,14598353,5934,497,123359,6769,104,140952,1764,97,331589,"FI19"
2,190053,16115,1276283,73449,5188,719030,18399,1192,1004168,0,0,0,0,0,0,0,0,0,"FI1C"
