"ID","count.11111","count.11112","count.11113","count.11311","count.11312","count.11313","count.11911","count.11912","count.11913","count.12111","count.12112","count.12113","count.12211","count.12212","count.12213","count.12311","count.12312","count.12313","count.12911","count.12912","count.12913","NUTS_ID"
1,9080693,654791,10557390,1835045,98946,2802792,94468,16945,230818,24354900,2394907,33911089,1065,399,1036,3421599,260555,6476563,167090,43196,712483,"RO11"
2,0,0,0,0,0,0,0,0,0,716731,198967,1921532,0,0,0,678,641,5681,5827,1386,31787,"RO12"
