"ID","count.12111","count.12112","count.12113","count.12311","count.12312","count.12313","count.12911","count.12912","count.12913","count.19113","count.19913","count.92111","count.92112","count.92113","count.92311","count.92313","count.92911","count.92912","count.92913","count.99113","count.99313","count.99913","count.99911","count.99912","NUTS_ID"
1,1915054,347103,8127198,25263,4085,373724,31095,3564,785559,262,4327,168489,33787,445950,100,8130,4866,62,201535,2198,957,10022,0,0,"PL63"
2,503470,115944,1936795,488,0,7012,7129,1277,209400,3,761,67670,14156,125483,0,0,432,75,13593,262,0,1759,25,8,"PL42"
