"ID","count.91111","count.91112","count.91113","count.91911","count.91912","count.91913","count.92911","count.92913","count.99111","count.99112","count.99113","count.99911","count.99912","count.99913","NUTS_ID"
1,34486,15055,36251,11268,902,3380,620,1,4078,73,1569,27725,252,6798,"SE21"
