"ID","count.11111","count.11112","count.11113","count.11311","count.11313","count.12111","count.12112","count.12113","count.12311","count.12312","count.12313","count.12911","count.12912","count.12913","count.11312","count.11911","count.11913","count.92111","count.92112","count.92113","count.92311","count.92313","count.92911","count.92912","count.92913","NUTS_ID"
1,16746,1,172412,11716,86256,904984,97673,12837189,932698,80273,13592277,84009,7781,2504873,0,0,0,0,0,0,0,0,0,0,0,"SE33"
2,137758,29,1328811,113654,1105217,2546929,12824,30100394,2047409,18143,24572372,181215,3337,5722311,25,1490,169234,10677,3,214770,9921,161339,864,2,212384,"SE32"
