"ID","count.11111","count.11112","count.11113","count.11211","count.11212","count.11213","count.11311","count.11312","count.11313","count.11911","count.11912","count.11913","count.12111","count.12112","count.12113","count.12211","count.12212","count.12213","count.12311","count.12312","count.12313","count.12911","count.12912","count.12913","NUTS_ID"
1,7316141,403953,18913309,42564,196,42226,39036,2890,422106,187179,4703,378771,6294750,402959,17030262,25287,568,34159,68690,5983,714709,145735,7376,347074,"BG41"
2,0,0,0,0,0,0,0,0,0,1408,0,324,11642,3,8329,0,0,0,0,0,0,2512229,73899,5357938,"MK00"
3,83045,779,442730,0,0,0,0,3,350,749225,28144,4759994,99202,1607,571789,0,0,0,233,0,2000,5173605,330365,26960531,"RS22"
