"ID","count.12111","count.12112","count.12113","count.12311","count.12312","count.12313","count.12911","count.12912","count.12913","count.19911","count.19912","count.19913","count.92111","count.92112","count.92113","count.92311","count.92312","count.92313","count.92911","count.92912","count.92913","count.99112","count.99113","count.99911","count.99912","count.99913","count.99111","count.99993","NUTS_ID"
1,50617,11221,1440029,492,600,162158,9290,2937,105489,17,6,11017,5446,1405,200344,386,15,3849,7547,3088,108316,10,1693,1367,461,31983,0,0,"EL52"
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,230,422400,2941,74,442605,3169,64,"EL61"
