"ID","count.92111","count.92112","count.92113","count.92911","count.92912","count.92913","count.99911","count.99912","count.99913","count.99991","count.99992","count.99993","count.12111","count.12112","count.12113","count.12911","count.12912","count.12913","count.19111","count.19112","count.19113","count.19911","count.19912","count.19913","count.32111","count.32112","count.32113","count.32911","count.32912","count.32913","count.39111","count.39113","count.39911","count.39912","count.39913","count.92993","count.99111","count.99112","count.99113","NUTS_ID"
1,2148,1,2851,107786,734,240566,5805,52,101358,1263,417,248787,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"NL12"
2,306624,167876,945484,142983,26952,252361,5614,805,654976,2834,532,1674404,841590,498730,3294289,98941,41320,238069,75,21,596,3321,176,27062,747607,442812,996968,13512,14050,35183,154,157,2130,754,6450,28899,958,33,10924,"NL32"
