"ID","count.91911","count.91912","count.91913","count.92911","count.92912","count.92913","count.99911","count.99913","count.11111","count.11112","count.11113","count.11123","count.11211","count.11212","count.11213","count.11221","count.11223","count.11911","count.11912","count.11913","count.12111","count.12112","count.12113","count.12211","count.12212","count.12213","count.12911","count.12912","count.12913","count.19113","count.19911","count.19912","count.19913","count.91111","count.91112","count.91113","count.91211","count.91212","count.91213","count.91993","count.92113","count.99912","count.99993","NUTS_ID"
1,2,3,4817,3,5,4991,3,926,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"ITC3"
2,888,151,77257,25,14,10465,7,6968,13728,1785,452809,3820,2608,1178,161782,52,3128,313,151,79381,42,12,1661,285,324,36393,19,46,46464,363,10,6,8800,2128,613,182610,368,146,28236,1475,14,6,425,"FRL0"
