"ID","count.11111","count.11112","count.11113","count.11311","count.11312","count.11313","count.11911","count.11912","count.11913","count.12111","count.12112","count.12113","count.12311","count.12312","count.12313","count.12911","count.12912","count.12913","NUTS_ID"
1,254427,3538,1925608,246408,3902,821691,4224,220,29858,5200940,289083,21870536,1744191,120539,7224571,115508,14046,522144,"RO31"
2,589081,13396,4087106,238857,4338,1164691,5315,874,72582,6364094,184996,37518190,1162476,46657,5489179,114793,6511,839925,"RO41"
3,0,0,0,0,0,0,0,0,0,211520,273,1489712,0,0,0,9,0,3991,"RO12"
