"ID","count.11111","count.11112","count.11113","count.11311","count.11312","count.11313","count.11911","count.11912","count.11913","count.12111","count.12112","count.12113","count.12311","count.12312","count.12313","count.12911","count.12912","count.12913","NUTS_ID"
1,2406362,295454,11084662,122842,6130,3804603,15699,403,86781,7314032,1687052,30679382,95090,16760,1240013,168601,39615,876318,"HU31"
2,0,0,0,0,0,0,0,0,0,3553467,1369304,19089577,3409,446,62145,89296,28146,465096,"HU32"
3,341199,26790,1652245,15484,472,116507,1507,328,11262,1839890,470403,9202181,91685,22504,1289410,23406,5694,288348,"SK04"
