"ID","count.11111","count.11112","count.11113","count.11211","count.11212","count.11213","count.11911","count.11912","count.11913","count.12111","count.12112","count.12113","count.12211","count.12212","count.12213","count.12911","count.12912","count.12913","count.11313","count.12311","count.12313","count.19111","count.19112","count.19113","count.19211","count.19212","count.19213","count.19911","count.19912","count.19913","count.91111","count.91112","count.91113","count.91211","count.91212","count.91213","count.91911","count.91912","count.91913","count.92111","count.92112","count.92113","count.92211","count.92212","count.92213","count.92911","count.92912","count.92913","count.99111","count.99112","count.99113","count.99211","count.99212","count.99213","count.99911","count.99912","count.99913","NUTS_ID"
1,48964,18822,484875,12527,6845,66752,272,61,3667,67496,23659,1002617,12870,6619,88584,282,736,8221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"ITI3"
2,9717431,1523874,23112707,2673784,1094341,6976760,312815,23562,624767,5165244,1289955,16937166,1287538,407119,3443012,132193,58978,817107,482,578,26440,2758,3511,47841,66,465,4333,2380,2832,77701,3979,9504,69722,22060,39113,176561,276,980,12697,3449,8705,57799,3056,7024,30323,670,5636,57362,1026,1210,24406,10,8,601,639,1754,36400,"ITF1"
3,10873,0,239,0,0,0,179,0,0,26259,0,4404,0,0,0,384,1,213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"ITI4"
