"ID","count.11111","count.11112","count.11113","count.12111","count.12112","count.12113","count.19113","count.91111","count.91112","count.91113","count.92111","count.92112","count.92113","count.92211","count.92212","count.92213","count.92911","count.92912","count.92913","count.99111","count.99112","count.99113","count.99911","count.99912","count.99913","NUTS_ID"
1,116,64,777,54,50,980,132,619,473,5879,117882,5458,576928,886,9,1605,42921,2494,315340,457,62,12921,7739,541,102716,"ITG1"
