"ID","count.92991","count.92992","count.92993","count.99991","count.99992","count.99993","count.11111","count.11112","count.11113","count.11121","count.11122","count.11123","count.11213","count.11911","count.11912","count.11913","count.11921","count.11923","count.12111","count.12112","count.12113","count.12121","count.12122","count.12123","count.12211","count.12212","count.12213","count.12311","count.12312","count.12313","count.12911","count.12912","count.12913","count.19111","count.19112","count.19113","count.19911","count.19912","count.19913","count.91111","count.91112","count.91113","count.91911","count.91912","count.91913","count.92111","count.92112","count.92113","count.92211","count.92212","count.92213","count.92311","count.92312","count.92313","count.92911","count.92912","count.92913","count.99111","count.99112","count.99113","count.99911","count.99912","count.99913","NUTS_ID"
1,3066,422,4595,524,26,4420,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"ITI4"
2,0,0,0,0,0,0,30781,3491,447534,3285,296,12834,1,2830,52,22118,921,489,407535,309434,5233826,311,1,2695,671,672,19406,3988,3208,43736,91217,84255,1909877,639,1,6946,3788,164,33074,2940,768,74643,11801,936,61647,75993,47142,739775,31,129,3090,113,21,1434,24231,16141,436572,1499,466,16762,9694,1880,119454,"ITF3"
