"ID","count.11111","count.11112","count.11113","count.11211","count.11212","count.11213","count.11311","count.11312","count.11313","count.11911","count.11912","count.11913","count.12111","count.12112","count.12113","count.12121","count.12122","count.12123","count.12311","count.12312","count.12313","count.12321","count.12322","count.12323","count.12911","count.12912","count.12913","count.32111","count.32112","count.32113","count.32121","count.32122","count.32123","count.32311","count.32312","count.32313","count.32321","count.32322","count.32323","count.32911","count.32912","count.32913","count.12921","count.12922","count.12923","count.31111","count.31112","count.31113","count.31311","count.31313","count.31911","count.31913","count.32921","count.32922","count.32923","NUTS_ID"
1,1419378,254479,3765208,857,148,2495,17512,5870,19522,978,368,11776,2362251,600530,4024635,75103,19341,206320,148267,51634,165080,9307,1544,34855,4592,616,21724,238814,74116,353383,6926,1359,8840,33374,12643,28998,873,255,256,87,9,2404,0,0,0,0,0,0,0,0,0,0,0,0,0,"FRI1"
2,19133,3994,18005,0,0,0,1177,319,1798,0,0,838,5210358,1547067,8512607,5046809,1371236,14006323,1369320,556037,1686239,993226,332513,3423077,86148,17255,334911,8316199,2617003,10285947,2965152,976725,3852150,2351348,919926,2221547,843489,266334,863202,27376,5760,99219,34319,9830,315183,273,157,1324,5,5,1,11,5443,759,15198,"FRI2"
3,0,0,0,0,0,0,0,0,0,0,0,0,1171703,300158,1402825,0,0,0,688267,176725,514469,0,0,0,16015,1938,34242,54109,14880,91080,0,0,0,6197,1408,6982,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"FRI3"
