"ID","count.12111","count.12112","count.12113","count.12311","count.12312","count.12313","count.12911","count.12912","count.12913","count.19911","count.19912","count.19913","count.92111","count.92112","count.92113","count.92911","count.92912","count.92913","count.99911","count.99912","count.99913","count.19111","count.19112","count.19113","count.99111","count.99112","count.99113","NUTS_ID"
1,981800,145481,10294626,109775,17196,863987,15574,1658,301283,1352,83,2203,2663,5024,27403,677,63,1376,7012,252,4577,0,0,0,0,0,0,"SE22"
2,5295435,1311297,55535232,1467174,327943,15744925,174700,24542,6411631,3963,329,14729,7408,9490,31753,3079,727,8219,2823,422,8580,5745,1022,31708,1285,341,5608,"SE21"
