"ID","count.11111","count.11112","count.11113","count.11211","count.11212","count.11213","count.11311","count.11312","count.11313","count.11911","count.11912","count.11913","count.12111","count.12112","count.12113","count.12211","count.12212","count.12213","count.12911","count.12912","count.12913","NUTS_ID"
1,15078493,3700675,52647462,179036,59663,604543,699,203,5098,33943,7110,185243,5312293,1035297,18898884,16936,3554,69462,222308,62774,1149122,"FRI1"
2,67444,7970,255871,0,0,0,0,0,0,0,0,0,15717,1005,34712,0,0,0,0,0,0,"FRI3"
3,63489,16965,244223,2523,2371,14912,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"FRJ2"
