"ID","count.11111","count.11112","count.11113","count.11211","count.11212","count.11213","count.11311","count.11312","count.11313","count.11911","count.11912","count.11913","count.12111","count.12112","count.12113","count.12211","count.12212","count.12213","count.12311","count.12312","count.12313","count.12911","count.12912","count.12913","NUTS_ID"
1,5386514,486045,25096698,54786,7299,558848,2316383,208992,11129129,128246,12389,557000,4381309,338669,23227539,2549,618,58900,2880522,223381,13647434,164343,10904,989123,"FRB0"
2,744237,147408,3454866,16794,5137,232553,21803,2924,49561,5319,472,20203,456629,66975,2470611,192,370,7954,84639,12273,235959,8156,1338,86007,"FRC1"
