"ID","count.12111","count.12113","count.12121","count.12122","count.12123","count.12911","count.12912","count.12913","count.12921","count.12922","count.12923","count.11111","count.11112","count.11113","count.11311","count.11312","count.11313","count.11911","count.11912","count.11913","count.12112","count.12311","count.12312","count.12313","count.91111","count.91112","count.91113","count.91911","count.91912","count.91913","count.92111","count.92112","count.92113","count.92911","count.92912","count.92913","NUTS_ID"
1,47917,57106,29760,5,94956,49333,19,126981,204790,120,1587125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"NO07"
2,22200983,43300485,218903,44,1947551,887313,778,21063183,36543,19,1993351,1053428,700,2845352,3847,2,13477,44731,36,1002496,10766,5230,11,43433,3088,1,10738,1262,3,145182,96547,388,288882,9666,23,573446,"SE33"
