"ID","count.11111","count.11112","count.11113","count.11311","count.11312","count.11313","count.11911","count.11912","count.11913","count.12111","count.12112","count.12113","count.12311","count.12312","count.12313","count.12911","count.12912","count.12913","count.92111","count.92112","count.92113","count.92311","count.92312","count.92313","count.92911","count.92912","count.92913","NUTS_ID"
1,155802,2380,1940218,110086,2354,1163640,4956,54,204309,4593104,187383,56783565,1153491,66445,13134611,295356,9588,19423240,5542,217,69389,207,77,20589,900,147,672350,"FI1D"
