"ID","count.11111","count.11112","count.11113","count.11121","count.11122","count.11123","count.11211","count.11213","count.11311","count.11312","count.11313","count.11911","count.11912","count.11913","count.11921","count.11923","count.12111","count.12112","count.12113","count.12121","count.12122","count.12123","count.12311","count.12312","count.12313","count.12321","count.12322","count.12323","count.12911","count.12912","count.12913","count.12921","count.12922","count.12923","count.19111","count.19112","count.19113","count.19311","count.19312","count.19313","count.19911","count.19912","count.19913","count.31111","count.31112","count.31113","count.31121","count.31122","count.31123","count.31211","count.31212","count.31213","count.31221","count.31222","count.31223","count.31311","count.31312","count.31313","count.31321","count.31323","count.31911","count.31912","count.31913","count.31921","count.31922","count.31923","count.32111","count.32112","count.32113","count.32121","count.32122","count.32123","count.32211","count.32212","count.32213","count.32311","count.32312","count.32313","count.32321","count.32322","count.32323","count.32911","count.32912","count.32913","count.32921","count.32922","count.32923","count.39913","count.91111","count.91112","count.91113","count.91911","count.91912","count.91913","count.92111","count.92112","count.92113","count.92121","count.92122","count.92123","count.92311","count.92312","count.92313","count.92911","count.92912","count.92913","count.92993","count.99111","count.99112","count.99113","count.99911","count.99912","count.99913","count.92921","count.92922","count.92923","count.99923","NUTS_ID"
1,2446132,479390,4529336,50102,4664,20392,89,2411,36368,7296,25994,151504,30405,749280,3090,2060,599250,103443,917907,1451264,54265,4943301,6126,594,2216,87064,1979,342671,39582,6525,122499,8590,256,118904,746,89,5915,6,21,1684,693,431,12693,3294767,594548,2360642,312938,32852,140737,29,6,4447,470,129,1901,77194,25770,44272,1729,61,24520,2568,40512,2833,84,2727,1513781,277089,961604,6924648,1183731,5176328,38,3,477,33442,11406,15310,240319,29210,217396,50670,13926,80202,52801,3984,159706,24,23648,6251,104557,60890,5916,88699,259291,51704,441556,14696,2511,12871,7180,805,2715,136042,23734,271140,13,28,116,998,5020,183,18218,0,0,0,0,"IE06"
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,416697,201555,577769,3346133,1114534,3020679,0,0,0,35784,19100,11298,32947,15675,21947,1013,3666,728,8674,4305,11474,0,0,0,0,0,0,0,39794,25731,15104,52734,19398,37079,12257,9714,6569,22914,8851,31896,0,0,0,0,0,0,412,10470,1456,15893,5,"IE05"
