"ID","count.11111","count.11112","count.11113","count.11131","count.11132","count.11133","count.11211","count.11212","count.11213","count.11231","count.11232","count.11233","count.11911","count.11912","count.11913","count.11931","count.11932","count.11933","count.12111","count.12112","count.12113","count.12131","count.12132","count.12133","count.12211","count.12212","count.12213","count.12231","count.12232","count.12233","count.12911","count.12912","count.12913","count.12931","count.12932","count.12933","count.19133","count.19233","count.19931","count.19932","count.19933","count.91131","count.91132","count.91133","count.91231","count.91232","count.91233","count.91931","count.91932","count.91933","count.92131","count.92132","count.92133","count.92231","count.92232","count.92233","count.92931","count.92932","count.92933","count.99131","count.99132","count.99133","count.99231","count.99232","count.99233","count.99931","count.99932","count.99933","NUTS_ID"
1,288501,2926,2506796,183063,7499,2349403,644937,9761,6595782,562051,16515,5957590,10049,550,135886,21967,1596,288386,2721112,54069,23389814,1109430,41836,12874045,575405,13248,5558533,1040702,47129,12441961,6428,206,149970,60162,7522,1172572,1969,967,19,1,26825,216,167,29994,939,156,55395,1032,56,24677,35112,1300,391052,7571,510,252412,7735,718,183433,6,6,2640,857,70,44922,936,19,51139,"ES61"
