"ID","count.12111","count.12112","count.12113","count.12311","count.12312","count.12313","count.12911","count.12912","count.12913","count.19111","count.19113","count.19311","count.19312","count.19313","count.19911","count.19912","count.19913","count.92111","count.92112","count.92113","count.92311","count.92312","count.92313","count.92911","count.92912","count.92913","count.99111","count.99112","count.99113","count.99311","count.99312","count.99313","count.99911","count.99912","count.99913","count.99991","count.99992","count.99993","count.19112","count.19993","count.92993","NUTS_ID"
1,22796,6746,208990,17864,1918,174080,24952,1118,216726,271,5247,272,20,2696,4387,282,59528,8190,1110,108747,866,47,17786,6370,503,114139,14344,2844,192352,10279,2699,101462,72295,5204,864328,7177,14,20946,0,0,0,"FI19"
2,1281740,179764,9190801,1960338,239948,13662100,108351,16327,1344128,1342,8601,1389,40,22857,12798,147,232899,24408,984,282924,27969,1534,311779,39220,1091,525953,9433,64,96684,1040,9,15033,24905,238,703766,2290,79,33416,11,1085,416,"SE33"
