"ID","count.11111","count.11112","count.11113","count.11211","count.11213","count.11911","count.11912","count.11913","count.12211","count.12212","count.12213","count.12911","count.12913","count.19211","count.19213","count.19911","count.19913","count.32113","count.32211","count.32212","count.32213","count.32911","count.32912","count.32913","count.91111","count.91112","count.91113","count.91211","count.91212","count.91213","count.91911","count.91912","count.91913","count.92111","count.92113","count.92211","count.92212","count.92213","count.92911","count.92913","count.99111","count.99113","count.99911","count.99912","count.99913","count.99991","count.99993","count.12113","count.19111","count.19112","count.19113","count.19912","count.12111","count.12112","count.12912","count.99112","NUTS_ID"
1,6021,127,7067,673,3425,704,24,5014,100,3,3816,7,3333,25,544,6,688,1000,165,18,19497,93,9,13927,71007,283,116754,4571,80,13648,65847,347,441990,128,34,20,4,5690,23,1090,5858,2443,20603,28,109749,88,1197,0,0,0,0,0,0,0,0,0,"EL43"
2,3160,205,285936,34,966,2118,84,74236,0,0,0,0,7786,0,0,36,15226,0,0,0,0,0,0,0,400,83,86839,0,0,0,65,1,2215,0,16,0,0,0,0,1099,4,2738,0,0,5383,0,0,322,32,9,20582,3,0,0,0,0,"EL65"
3,217,2,6723,0,0,20,2,1248,0,0,0,4138,21523,0,0,24,3770,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,194,13410,8819,121786,748,2,80501,117,6441,68770,0,0,0,0,2245,23,12,11,"EL30"
