"ID","count.11913","count.12911","count.12912","count.12913","count.19911","count.19912","count.19913","count.91911","count.91912","count.91913","count.92911","count.92912","count.92913","count.99911","count.99912","count.99913","count.99991","count.99992","count.99993","NUTS_ID"
1,1233,22739,1065,904442,2256,63,110607,1854,560,216075,20481,1112,983784,3867,169,211746,246,1,1997,"CY00"
