"ID","count.11111","count.11112","count.11113","count.11211","count.11212","count.11213","count.11313","count.11911","count.11912","count.11913","count.12111","count.12112","count.12113","count.12211","count.12212","count.12213","count.12311","count.12312","count.12313","count.12911","count.12912","count.12913","count.19111","count.19112","count.19113","count.19911","count.19912","count.19913","count.91111","count.91112","count.91113","count.91911","count.91912","count.91913","count.92111","count.92112","count.92113","count.92911","count.92912","count.92913","count.99111","count.99112","count.99113","count.99911","count.99912","count.99913","count.11311","count.11312","NUTS_ID"
1,3139315,164785,14927934,91638,3022,140491,2500,82247,3531,413740,3842804,532362,15300420,7044,29,12276,22893,14836,71271,138995,8372,800341,100241,4906,397692,27138,2399,168285,76921,6362,555499,10678,111,61774,65024,22658,314549,27622,12354,72286,22974,467,218603,29924,711,135147,0,0,"BG34"
2,2063504,237232,18089572,172,25,2303,90021,86880,8522,381482,373014,41078,2654295,0,0,0,0,0,0,7360,233,20826,1730,12,40015,618,9,28179,0,0,0,0,0,0,1965,314,24101,212,1,4250,789,2,32092,514,11,20653,6850,629,"BG33"
