"ID","count.11111","count.11112","count.11113","count.11211","count.11212","count.11213","count.11311","count.11312","count.11313","count.11911","count.11912","count.11913","count.12111","count.12112","count.12113","count.12211","count.12212","count.12213","count.12311","count.12312","count.12313","count.12911","count.12912","count.12913","NUTS_ID"
1,4410062,154891,21153938,124933,2069,110444,44087,244,1615056,45225,1472,245072,3270425,324350,14236972,5035,152,27867,2164,456,108960,109246,10035,435950,"BG34"
2,1895384,163774,13518781,781,121,16598,11652,77,932851,24344,2274,146076,0,0,0,0,0,0,0,0,0,0,0,0,"BG32"
3,5321011,599371,29954041,2511,449,19540,4941,656,258356,87781,7252,592273,0,0,0,0,0,0,0,0,0,0,0,0,"BG33"
