"ID","count.11111","count.11112","count.11113","count.11311","count.11312","count.11313","count.11911","count.11912","count.11913","count.12111","count.12112","count.12113","count.12311","count.12312","count.12313","count.12911","count.12912","count.12913","count.12991","count.12993","count.19311","count.19312","count.19313","count.19911","count.19912","count.19913","count.19991","count.19992","count.19993","count.92111","count.92112","count.92113","count.92311","count.92312","count.92313","count.92911","count.92912","count.92913","count.99311","count.99312","count.99313","count.99911","count.99912","count.99913","count.99991","count.99992","count.99993","count.12992","count.19111","count.19112","count.19113","count.92991","count.92993","count.99111","count.99112","count.99113","NUTS_ID"
1,134547,61543,1621376,9717,2637,160601,2304,356,9991,1438556,210104,13279631,311207,20055,3699483,86993,6397,1539508,15,1163,805,3,4978,12137,122,127684,163,1,2253,4690,398,50268,8831,352,86943,8179,341,908464,91,7,1114,11783,73,266040,1359,5,16252,0,0,0,0,0,0,0,0,0,"FI19"
2,0,0,0,0,0,0,0,0,0,1993219,513427,18570814,466768,70025,5456206,191594,36945,1475580,222,726,58048,6040,521859,130201,17895,1362356,277,52,16154,42494,14264,555388,17125,4712,257575,74668,13048,676048,24840,5705,311675,173665,30010,2258257,2873,72,157059,2,19307,3666,219894,44,1131,11966,2186,104866,"FI1C"
3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8363,2019,164946,3554,6,56787,0,0,0,0,0,0,0,0,0,"FI20"
