"ID","count.11111","count.11112","count.11113","count.11913","count.11311","count.11312","count.11313","count.11911","count.11912","NUTS_ID"
1,300,1,648,26,0,0,0,0,0,"LT02"
2,20341750,2682904,72433297,1752582,303617,23906,2250477,185794,24698,"LV00"
