"ID","count.12111","count.12112","count.12113","count.12311","count.12312","count.12313","count.12911","count.12912","count.12913","count.19111","count.19112","count.19113","count.19311","count.19312","count.19313","count.19911","count.19912","count.19913","count.19991","count.19992","count.19993","count.92111","count.92112","count.92113","count.92311","count.92312","count.92313","count.92911","count.92912","count.92913","count.92991","count.92993","count.99111","count.99112","count.99113","count.99311","count.99312","count.99313","count.99911","count.99912","count.99913","count.99991","count.99992","count.99993","NUTS_ID"
1,1066475,214153,8662857,157011,13400,1741073,89663,11059,1508177,89314,10280,757520,28911,1845,255513,46336,7508,556872,7,1,1660,35953,3528,348993,12485,518,122166,28730,2267,505808,135,3822,8947,161,61794,6343,1993,79118,29996,1237,776809,1505,28,141783,"FI1B"
2,996423,126761,7442423,74062,3493,713642,94901,7947,1027616,73290,13575,479742,45589,2673,254936,66016,8017,513514,1,0,1240,91642,17986,642572,20869,1506,174800,55903,6018,445942,21,2660,23550,2598,254627,27971,2306,258578,189307,17127,2018767,2458,33,117771,"FI1C"
