"ID","count.11111","count.11112","count.11113","count.11211","count.11212","count.11213","count.11911","count.11912","count.11913","count.12111","count.12112","count.12113","count.12211","count.12212","count.12213","count.12911","count.12912","count.12913","count.31111","count.31112","count.31113","count.31211","count.31212","count.31213","count.31911","count.31912","count.31913","count.32111","count.32112","count.32113","count.32211","count.32212","count.32213","count.32911","count.32912","count.32913","count.11121","count.11122","count.11123","count.11921","count.11923","count.12121","count.12122","count.12123","count.12921","count.12923","count.31121","count.31123","count.31921","count.31923","count.32121","count.32123","NUTS_ID"
1,870843,81568,8019597,1549676,118473,14410557,46373,1359,429877,145580,14920,2251121,659490,69216,7251983,32076,2258,396484,26055,1889,254975,259604,25663,3357320,6187,301,54702,19919,961,145550,120620,7837,890259,1188,49,8423,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"ES24"
2,2593732,268243,16682873,2106171,315245,20597576,106485,4821,633905,490900,54498,3637163,499709,116892,5147011,65859,5742,417481,203694,7236,430716,157499,22888,1928279,11334,1159,71470,68789,6399,449681,47292,14686,816054,1885,612,26792,109537,27,14577,51911,40834,90058,3,22389,53704,52181,2375,561,36,12,17127,944,"ES51"
