"ID","count.11111","count.11112","count.11113","count.11211","count.11212","count.11213","count.11311","count.11312","count.11313","count.11911","count.11912","count.11913","count.12111","count.12112","count.12113","count.12121","count.12122","count.12123","count.12211","count.12212","count.12213","count.12311","count.12312","count.12313","count.12911","count.12912","count.12913","count.12921","count.12922","count.12923","count.32111","count.32112","count.32113","count.32311","count.32312","count.32313","count.11121","count.11122","count.11123","count.11321","count.11322","count.11323","count.12321","count.12322","count.12323","NUTS_ID"
1,3509432,731835,12512323,217474,76622,1036655,163,48,2289,9137,653,46068,797990,173446,1691702,57367,17787,197071,9181,2041,34879,342,27,1131,7284,1000,24728,496,320,1684,33866,8003,64718,858,140,502,0,0,0,0,0,0,0,0,0,"FRI1"
2,0,0,0,0,0,0,0,0,0,0,0,0,41631,10927,88669,0,0,0,0,0,0,477,727,2064,0,0,0,0,0,0,90630,34464,153172,9016,5474,9337,0,0,0,0,0,0,0,0,0,"FRI2"
3,7566292,1697531,35742586,1825459,433613,15192547,141525,33453,102131,123166,9633,513075,2898323,853330,8140818,130309,51094,204001,86949,29076,633504,676594,241405,696344,36026,8977,159253,0,0,0,12560,4018,8679,1162,1144,2047,5151,2472,7403,112,502,59,5011,1655,5161,"FRI3"
