"ID","count.11111","count.11112","count.11113","count.11311","count.11312","count.11313","count.11911","count.11912","count.11913","count.12111","count.12112","count.12113","count.12311","count.12312","count.12313","count.12911","count.12912","count.12913","count.11211","count.11212","count.11213","count.12121","count.12123","count.12211","count.12212","count.12213","NUTS_ID"
1,1725639,88746,8128900,7889,1752,226362,45260,2011,245302,13692091,583585,42851810,111180,14561,840229,399035,44005,1716008,0,0,0,0,0,0,0,0,"BG41"
2,686530,194208,1583964,7203,878,6633,10969,4532,36999,4093486,565023,19906419,10866,411,299910,82760,9935,553184,36,7,2457,8864,51,11439,2952,28109,"BG42"
3,0,0,0,0,0,0,0,0,0,266498,191,861808,591,3,28032,0,0,0,0,0,0,10025,662,0,0,0,"BG31"
