"ID","count.11111","count.11112","count.11113","count.11211","count.11212","count.11213","count.11311","count.11312","count.11313","count.11911","count.11912","count.11913","count.12111","count.12112","count.12113","count.12211","count.12212","count.12213","count.12311","count.12312","count.12313","count.12911","count.12912","count.12913","NUTS_ID"
1,6831591,1155741,44257292,31329,17140,417381,654115,116444,3581027,106572,12856,451584,4914920,893932,25026323,8564,2093,108750,573133,94584,2527419,128797,13983,837847,"FRB0"
2,625469,84149,1701985,13904,951,30712,44051,3424,118238,3062,226,6859,1020000,175036,3115561,4848,171,15657,99711,10228,119626,7532,684,28910,"FRG0"
3,0,0,0,0,0,0,0,0,0,0,0,0,382,43,4576,0,0,0,0,0,0,12,25,551,"FRI3"
