"ID","count.11111","count.11112","count.11113","count.12111","count.12112","count.12113","count.12311","count.12312","count.12313","count.12911","count.12912","count.12913","NUTS_ID"
1,1033,280,7840,2582801,597341,6482654,1373,275,40852,30991,7898,611415,"HU31"
2,0,0,0,14942879,4366220,49588853,4,454,6042,410296,98333,1807031,"HU32"
3,0,0,0,3161452,1126490,13583092,3344,685,23471,87681,21282,231131,"HU33"
4,0,0,0,62456,5815,100794,0,0,0,3353,58,4031,"RO11"
