"ID","count.12111","count.12112","count.12113","count.12311","count.12312","count.12313","count.12911","count.12912","count.12913","count.92111","count.92112","count.92113","count.92911","count.92912","count.92913","NUTS_ID"
1,6934991,6407,79762987,731493,440,5511567,249623,723,6190704,7021,11,277083,1087,11,325852,"SE33"
