"ID","count.11111","count.11112","count.11113","count.11211","count.11212","count.11213","count.11311","count.11313","count.11911","count.11912","count.11913","count.12111","count.12112","count.12113","count.12211","count.12212","count.12213","count.12311","count.12312","count.12313","count.12911","count.12912","count.12913","count.19111","count.19112","count.19113","count.19211","count.19212","count.19213","count.19911","count.19912","count.19913","count.91111","count.91112","count.91113","count.91211","count.91212","count.91213","count.91311","count.91312","count.91313","count.91911","count.91912","count.91913","count.92111","count.92112","count.92113","count.92211","count.92212","count.92213","count.92911","count.92912","count.92913","count.99111","count.99112","count.99113","count.99211","count.99212","count.99213","count.99911","count.99912","count.99913","count.99991","count.99993","count.99992","NUTS_ID"
1,816715,103138,7688328,180727,30733,984582,56,2444,36072,6658,212735,1725553,132455,6498610,326215,41193,573929,101,10,17389,87638,20131,220161,58643,3090,589963,17449,3201,47042,49929,6931,235992,101402,8727,975123,3346,183,45219,8,5,14987,36213,4478,176375,142986,5756,634632,21130,1008,72882,42922,3097,197774,31874,4131,378756,307,203,10488,42615,3599,289648,1032,9710,0,"EL64"
2,12407,3664,343034,274,148,2078,0,0,495,111,30706,80,104,11016,0,0,0,0,0,0,4,2,2648,0,0,0,0,0,0,0,0,1472,4836,2073,238209,0,0,0,0,0,0,228,384,66441,25,19,39704,0,0,0,0,6,3450,1880,63,130541,0,0,0,5800,1419,314717,241,4863,3,"EL61"
3,0,0,0,0,0,0,0,0,0,0,0,57803,8332,349903,22235,3122,115451,0,0,0,1636,278,14880,5803,147,11996,0,0,0,561,40,3177,0,0,0,0,0,0,0,0,0,0,0,0,195,22,21800,0,0,0,0,0,162,0,0,27,0,0,0,0,0,0,0,0,0,"EL30"
