"ID","count.12111","count.12112","count.12113","count.12311","count.12312","count.12313","count.12911","count.12912","count.12913","count.19111","count.19112","count.19113","count.19311","count.19312","count.19313","count.19911","count.19912","count.19913","count.92111","count.92112","count.92113","count.92311","count.92313","count.92911","count.92912","count.92913","count.99111","count.99112","count.99113","count.99911","count.99912","count.99913","count.99993","count.19991","count.19993","count.99991","count.99992","NUTS_ID"
1,346447,28986,2283288,15316,776,103913,55452,6137,499339,29972,2861,223233,2005,826,9892,37993,2857,235877,30001,2583,224850,2605,4845,33559,2077,206309,3663,74,30242,35056,558,422499,2107,0,0,0,0,"SE32"
2,394889,57730,3962922,8975,794,58948,16951,1350,396166,1924,3,83485,0,0,0,3652,112,258576,37578,11975,481517,0,0,6639,492,210880,914,25,15629,2106,71,186646,9710,130,359,25,5,"SE31"
