"ID","count.11111","count.11112","count.11113","count.11121","count.11122","count.11123","count.11311","count.11312","count.11313","count.11911","count.11912","count.11913","count.12111","count.12112","count.12113","count.12121","count.12122","count.12123","count.12311","count.12312","count.12313","count.12321","count.12322","count.12323","count.12911","count.12912","count.12913","count.12921","count.12922","count.12923","count.11211","count.11212","count.11213","count.12211","count.12212","count.12213","count.11321","count.11322","count.11323","count.11921","count.11922","count.11923","NUTS_ID"
1,394318,111810,3674346,276,8,5548,10680,3168,94885,13241,3520,93470,662429,165015,5546311,105515,1709,623100,344182,64051,1928566,3572,43,51131,15960,5424,170701,95,4,4779,0,0,0,0,0,0,0,0,0,0,0,0,"DEE0"
2,2422940,1159703,23595759,0,0,0,70686,24302,1171166,43191,15785,241505,1329057,673080,11222997,0,0,0,14451,2405,281333,0,0,0,38200,16171,340864,0,0,0,3873,851,26063,2601,469,8631,0,0,0,0,0,0,"DEG0"
3,32091,17180,349641,0,0,0,121,72,11807,0,0,0,2937,394,41114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"DE92"
4,712013,456120,2954927,58659,21180,151512,12138,3317,13700,4915,1721,23006,660086,435340,5109261,45685,13310,494458,9239,6767,108481,16081,2668,63830,2842,3180,41836,402,156,4483,94,101,2310,6,0,6,2153,836,9708,1064,49,4846,"DE73"
5,1368295,801889,11218937,184690,14491,2480100,3932,3112,109770,19180,5664,191974,1159464,523087,10216187,151130,8631,1874370,22372,3934,343015,9268,222,76466,7908,2407,124611,997,81,15944,14258,7451,158239,2156,650,22241,7617,259,81494,3698,394,47632,"DE91"
