"ID","count.11111","count.11112","count.11113","count.11311","count.11312","count.11313","count.11911","count.11912","count.11913","count.12111","count.12112","count.12113","count.12311","count.12312","count.12313","count.12911","count.12912","count.12913","count.19111","count.19112","count.19113","count.19911","count.19912","count.19913","count.19311","count.19312","count.19313","NUTS_ID"
1,310976,33108,1867742,4030,22,65693,3051,359,28053,6371088,868581,30347066,511515,95232,3738008,788407,36867,1498791,9767,480,47716,504,15,486,0,0,0,"BG34"
2,1778820,152782,6439060,9664,3075,140137,106513,8373,368126,8791161,724217,19879720,94570,14165,310889,325974,32011,1395847,45,2,1013,5028,30,18479,0,0,0,"BG42"
3,654695,90442,2280242,8391,608,21001,0,0,75,281313,86473,1984861,1684,87,1729,9265,2434,119566,11755,4565,119970,1000,141,15280,3,6,1163,"EL51"
4,12,0,12,0,0,0,95836,3416,337123,22671,8586,294371,163,3,843,778059,98692,5080618,18128,5751,237309,13360,1867,73854,194,20,5105,"TR21"
