"ID","count.11111","count.11112","count.11113","count.11311","count.11312","count.11313","count.11911","count.11912","count.11913","NUTS_ID"
1,7900813,519539,14564717,268746,13359,3486163,134187,6447,2615776,"LT02"
2,11561587,1015879,30810056,137046,6365,1489072,154909,14601,1763854,"LV00"
