"ID","count.99911","count.99912","count.99913","count.92111","count.92112","count.92113","count.92911","count.92912","count.92913","NUTS_ID"
1,1550,135,13966,0,0,0,0,0,0,"NL34"
2,4649,867,85074,13614,5120,33358,6498,197,22577,"NL36"
