"ID","count.11111","count.11112","count.11113","count.11121","count.11122","count.11123","count.11211","count.11212","count.11213","count.11221","count.11222","count.11223","count.11911","count.11912","count.11913","count.11921","count.11922","count.11923","count.12111","count.12112","count.12113","count.12121","count.12122","count.12123","count.12911","count.12912","count.12913","count.12921","count.12922","count.12923","count.32111","count.32112","count.32113","count.32121","count.32122","count.32123","count.32911","count.32912","count.32913","count.32921","count.32922","count.32923","count.12211","count.12212","count.12213","count.12321","count.12322","count.12323","count.12221","count.12222","count.12223","count.31111","count.31112","count.31113","count.31211","count.31212","count.31213","NUTS_ID"
1,413045,508058,3037196,235683,213788,1898474,10814,10056,80569,2755,3609,19697,195,394,6424,2281,2308,12911,956254,2684040,25759264,283726,702056,4091315,83356,137845,1966014,26762,65906,713710,281946,2452911,10574313,62819,331475,1432332,23980,60946,465176,3860,10401,97354,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"ITC4"
2,543248,538816,2736524,161065,124281,1485474,8359,14391,41928,28,58,2414,358,258,7421,493,2441,14488,962384,1282727,15400592,42538,277622,1832764,45980,51400,908689,12635,18936,69572,0,0,0,0,0,0,0,0,0,0,0,0,840,595,2387,7853,93186,202561,0,0,0,0,0,0,0,0,0,"ITC1"
3,605196,955448,2543539,437770,298804,2555742,30964,71792,122542,2250,4228,7122,2115,1821,24116,930,430,16140,134964,503044,2642260,10650,4012,221268,20831,36854,310486,0,0,0,56878,253163,1314746,0,0,0,3064,6881,61338,0,0,0,3829,11503,35770,0,0,0,97,43,2360,9043,17768,34375,435,1344,721,"ITH5"
