"ID","count.12111","count.12112","count.12113","count.12911","count.12912","count.12913","count.11111","count.11112","count.11113","count.11311","count.11312","count.11313","count.11911","count.11912","count.11913","count.12121","count.12122","count.12123","count.12311","count.12312","count.12313","count.12321","count.12322","count.12323","count.11121","count.11122","count.11123","count.11321","count.11322","count.11323","count.11921","count.11922","count.11923","count.11211","count.11212","count.11213","count.12211","count.12212","count.12213","count.12921","count.12922","count.12923","NUTS_ID"
1,14185,2717,211418,1630,48,24479,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"DEB3"
2,18511,24434,127712,0,0,0,125292,212048,1326357,860,4247,14893,741,901,8358,3420,268,35996,1149,975,6290,1010,234,6650,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"DE13"
3,36293,27723,184868,1660,1759,26673,1531411,1802032,10138624,10887,9190,104847,16622,12668,213899,27373,15021,75094,0,0,0,391,235,1188,956863,636353,3375320,3044,2826,44892,1850,1050,12140,0,0,0,0,0,0,0,0,0,"DE14"
4,107794,76139,868991,14621,12139,305613,4158194,2518777,32426803,37993,36527,245512,98264,45575,1226823,6320,7262,6723,0,0,0,0,0,0,484988,384391,2346523,6554,5844,33802,748,498,7727,1539,716,9605,111,19,510,0,0,0,"DE11"
5,1262822,634113,9168466,37909,5573,427597,1694607,977437,11130566,13560,13371,64577,21173,8855,218907,423733,198280,6423676,9814,9223,46295,3439,1449,63232,40042,31233,94287,0,0,0,117,19,1314,0,0,0,0,0,0,4453,2351,36246,"DE12"
