"ID","count.11111","count.11112","count.11113","count.11313","count.11911","count.11912","count.11913","count.12111","count.12112","count.12113","count.12311","count.12312","count.12313","count.12911","count.12912","count.12913","count.12993","count.19111","count.19112","count.19113","count.19311","count.19313","count.19911","count.19912","count.19913","count.19993","count.91111","count.91112","count.91113","count.91911","count.91912","count.91913","count.92111","count.92112","count.92113","count.92311","count.92312","count.92313","count.92911","count.92912","count.92913","count.92991","count.92992","count.92993","count.99111","count.99112","count.99113","count.99311","count.99312","count.99313","count.99911","count.99912","count.99913","count.99991","count.99992","count.99993","NUTS_ID"
1,340,230,6225,229,498,360,8111,2907766,2550169,27599290,195387,189612,2005671,302076,108430,1367923,52,4632,431,39181,192,3009,7977,1253,185357,101,21,7,126,615,652,16581,463034,370932,4415039,41597,24130,273344,297859,115416,1456341,1731,182,3912,6688,736,59771,157,2,1877,14064,1517,243956,204,16,3073,"DK02"
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6304,48,3776,0,0,3031,"SE22"
