"ID","count.11111","count.11112","count.11113","count.11121","count.11122","count.11123","count.11311","count.11312","count.11313","count.11321","count.11322","count.11323","count.11911","count.11912","count.11913","count.11921","count.11922","count.11923","count.12111","count.12112","count.12113","count.12121","count.12122","count.12123","count.12311","count.12312","count.12313","count.12321","count.12322","count.12323","count.12911","count.12912","count.12913","count.12921","count.12923","count.12922","NUTS_ID"
1,113276,1081,1109315,196458,3425,3423528,574,4,4876,1931,6,49055,349,1,74074,814,71,119893,702544,11249,3501216,583304,13078,5270610,13690,67,114197,9161,219,154101,6366,49,251430,690,87177,0,"ES11"
2,2656188,84649,16306205,37932,870,1323298,478950,13823,1606112,213,0,21548,5664,56,86090,161,30,35955,3236192,62983,19765821,411084,1107,4958083,718713,10861,1892853,1697,3,58148,17929,186,452621,5974,180729,13,"ES41"
3,89,113,9638,123,0,6833,0,0,0,0,0,489,0,0,0,18,0,225,3158053,53705,11891448,2023393,40049,11113960,205458,3325,452182,66439,840,608565,5281,12,29707,16952,62450,33,"PT11"
