"ID","count.11111","count.11112","count.11113","count.11311","count.11312","count.11313","count.11911","count.11912","count.11913","count.12111","count.12112","count.12113","count.12311","count.12312","count.12313","count.12911","count.12912","count.12913","NUTS_ID"
1,1397185,113225,10679476,58765,1056,2773846,6620,2721,48511,14419747,1825266,42140736,116507,1809,4645228,108711,22373,391417,"RO42"
2,1430934,42578,5673737,176163,7063,1418836,13542,693,58696,1807442,397458,6793551,309254,22349,1014224,19416,11256,121544,"RO11"
3,122711,803,725726,0,0,0,0,0,0,169988,2035,906802,0,0,0,0,0,0,"RO12"
