"ID","count.11111","count.11112","count.11113","count.11211","count.11212","count.11213","count.11911","count.11913","count.12111","count.12112","count.12113","count.12211","count.12212","count.12213","count.12911","count.12912","count.12913","count.19111","count.19112","count.19113","count.19211","count.19212","count.19213","count.19911","count.19912","count.19913","count.32111","count.32112","count.32113","count.32211","count.32212","count.32213","count.32911","count.32912","count.32913","count.91111","count.91112","count.91113","count.91211","count.91212","count.91213","count.91911","count.91912","count.91913","count.92111","count.92112","count.92113","count.92211","count.92212","count.92213","count.92911","count.92912","count.92913","count.99111","count.99112","count.99113","count.99211","count.99212","count.99213","count.99911","count.99912","count.99913","count.99991","count.99992","count.99993","NUTS_ID"
1,27095,6,203168,1468,30,8302,1598,42958,20650,6625,157718,8158,7773,37719,3456,518,12020,28106,5105,71449,25615,5944,78501,9815,1349,54454,83118,5735,552185,11996,1352,42102,1467,1235,6438,30009,13,241134,7710,18,67666,19308,59,253551,29750,5979,138575,22226,11124,65195,10665,8509,120479,353220,5256,577452,55372,7149,133400,301594,14975,1322405,1211,274,12026,"EL42"
