"ID","count.12111","count.12112","count.12113","count.12913","count.19113","count.19913","count.11111","count.11112","count.11113","count.11211","count.11212","count.11213","count.11311","count.11312","count.11313","count.12211","count.12212","count.12213","count.12311","count.12312","count.12313","count.12911","count.12912","count.19313","count.19911","count.19993","count.92111","count.92112","count.92113","count.92311","count.92312","count.92313","count.92911","count.92912","count.92913","count.99113","count.99313","count.99911","count.99913","NUTS_ID"
1,1648,73,10291,2116,48,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"PT15"
2,3873675,95675,13253826,447106,1672,22219,61823,1629,270518,1983,52,7886,4516,21,27126,1768,211,8100,1570592,18187,5216886,27048,228,40,54,9,213849,17278,805342,21521,1550,42908,6063,194,174562,1206,117,2,24027,"PT1C"
