"ID","count.11111","count.11112","count.11113","count.11121","count.11122","count.11123","count.11311","count.11312","count.11313","count.11321","count.11322","count.11323","count.11911","count.11912","count.11913","count.11921","count.11922","count.11923","count.12111","count.12112","count.12113","count.12121","count.12122","count.12123","count.12311","count.12312","count.12313","count.12321","count.12322","count.12323","count.12911","count.12912","count.12913","count.12921","count.12923","NUTS_ID"
1,1966507,96739,5196079,345690,6309,1552002,1015432,61551,2378296,30579,1101,140996,19709,5399,52289,780,84,4614,8813134,1266504,17003870,1048912,6119,3125020,3264574,301218,9801233,193324,843,952727,89868,23941,372222,231,1619,"RO11"
