"ID","count.12111","count.12112","count.12113","count.12911","count.12912","count.12913","count.11911","count.11912","count.11913","count.19911","count.19912","count.19913","count.91911","count.91912","count.91913","count.92911","count.92912","count.92913","count.99911","count.99912","count.99913","count.99991","count.99992","count.99993","NUTS_ID"
1,72642,121,206128,503,29,26969,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"FI1D"
2,70527,1256,96426,1702006,859,3010900,15806371,40535,38592182,312014,1647,1346928,918561,4673,2966791,129095,327,535142,422563,3773,1611773,3644,35,17763,"NO07"
