"ID","count.11111","count.11112","count.11113","count.11211","count.11212","count.11213","count.11311","count.11312","count.11313","count.11911","count.11912","count.11913","count.12111","count.12112","count.12113","count.12311","count.12312","count.12313","count.12911","count.12912","count.12913","count.12211","count.12212","count.12213","NUTS_ID"
1,948589,58953,4520550,2991,1058,48451,1166,5,6329,25774,1125,109448,3051624,232238,13514058,46028,2943,763489,61378,3982,253387,0,0,0,"BG34"
2,0,0,0,0,0,0,0,0,0,0,0,0,75516,1552,218097,2658,10,25825,0,0,0,0,0,0,"BG41"
3,1723217,254634,6262292,4259,128,4272,28551,7299,55721,21026,1670,109612,11086911,2730064,49835121,222742,49967,1151267,303107,84944,1197053,148806,9072,333463,"BG42"
4,18674,0,17789,0,0,0,0,0,0,0,0,0,156110,103,203408,0,0,0,861,0,633,0,0,0,"BG31"
