"ID","count.12111","count.12112","count.12113","count.12311","count.12312","count.12313","count.12911","count.12912","count.12913","count.12991","count.12992","count.12993","count.19111","count.19112","count.19113","count.19911","count.19912","count.19913","count.19991","count.19993","count.92111","count.92112","count.92113","count.92311","count.92312","count.92313","count.92911","count.92912","count.92913","count.92991","count.92992","count.92993","count.99111","count.99112","count.99113","count.99311","count.99312","count.99313","count.99911","count.99912","count.99913","count.99991","count.99992","count.99993","NUTS_ID"
1,308724,40487,2004770,23103,1532,118013,52433,2032,372083,126,2,1234,646,49,4566,3146,37,28967,203,3062,51152,5218,368365,2602,168,41154,22613,497,225932,899,14,9909,14595,1084,75681,2021,87,29168,139025,3919,1302692,36149,385,202372,"FI19"
