"ID","count.11111","count.11112","count.11113","count.11311","count.11312","count.11313","count.11911","count.11912","count.11913","count.12111","count.12112","count.12113","count.12311","count.12312","count.12313","count.12911","count.12912","count.12913","count.11211","count.11212","count.11213","count.12212","count.12213","NUTS_ID"
1,457616,89558,2221588,11885,394,387227,35257,8300,175508,1070001,305767,6497115,43913,3464,1538075,90251,15934,568238,0,0,0,0,0,"HU12"
2,2421851,523511,12834400,23809,2194,373091,51057,9630,165401,5167191,1996055,31630028,13147,7131,472963,273298,64113,1365633,900,364,6236,3,4997,"HU21"
3,4295,150,35469,0,0,0,0,0,0,112768,33679,297173,14826,10059,212514,337,252,6911,0,0,0,0,0,"HU31"
4,71048,59793,926863,207,0,25601,1091,353,10775,456136,171355,3969792,0,0,0,27879,3261,80731,0,0,0,0,0,"HU22"
5,80515,11543,860020,190,56,7254,6894,1811,79980,32717,8161,159495,0,0,0,7584,1778,43144,0,0,0,0,0,"HU11"
6,50851,23452,491134,0,0,0,298,29,4081,1376425,426287,18329098,0,0,0,55045,12800,468946,0,0,0,0,0,"SK02"
