"ID","count.11111","count.11112","count.11113","count.11211","count.11212","count.11213","count.11311","count.11312","count.11313","count.11911","count.11912","count.11913","count.12111","count.12112","count.12113","count.12211","count.12212","count.12213","count.12311","count.12312","count.12313","count.12911","count.12912","count.12913","count.19111","count.19112","count.19113","count.19911","count.19912","count.19913","count.92111","count.92112","count.92113","count.92911","count.92912","count.92913","count.99111","count.99112","count.99113","count.99911","count.99912","count.99913","count.99991","count.99992","count.99993","NUTS_ID"
1,3274474,363387,15158885,158329,16818,473468,10461,1725,409806,10868,2808,107140,5897320,1853047,36245158,48527,6582,183074,8025,2360,861219,174589,58715,1132135,7166,2867,56745,3630,485,131571,18266,10398,85342,4090,1927,45611,552,408,12084,7962,1883,116772,113,10,5382,"EL52"
2,1044084,55692,1743182,923288,32130,771776,0,0,0,22989,1151,63368,1900691,372954,5655089,262346,10216,320446,22621,32362,333500,152974,43524,1334842,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"EL53"
3,88225,1273,247786,0,0,0,0,0,550,327114,13406,2346694,268970,7356,1169601,0,0,0,903,100,64368,3148482,96739,8237756,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"MK00"
