"ID","count.11921","count.11922","count.11923","count.12921","count.12922","count.12923","count.11121","count.11122","count.11123","count.11321","count.11322","count.11323","count.12121","count.12122","count.12123","count.12321","count.12322","count.12323","count.19921","count.19922","count.19923","count.91921","count.91922","count.91923","count.92921","count.92922","count.92923","count.99921","count.99922","count.99923","count.99991","count.99993","NUTS_ID"
1,3367515,666357,7006711,996815,156875,915736,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"BA01"
2,8423309,875034,33770787,62634,3558,724483,27563,4197,282257,531,96,16873,2348,226,24669,2111,158,23801,989,150,9594,128596,10109,1531658,10377,106,87527,103892,689,331699,64,403,"HR03"
3,3956744,719827,23177766,696553,235615,6135718,27513,5715,90930,1993,197,17819,22,22,432,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"HR02"
4,2417,1170,19814,185,190,440,100533,25408,830954,2466,414,43908,2976,971,10364,2251,386,6496,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"SI03"
