"ID","count.11111","count.11113","count.11121","count.11123","count.11911","count.11913","count.11921","count.11922","count.11923","count.12111","count.12112","count.12113","count.12121","count.12122","count.12123","count.12911","count.12912","count.12913","count.12921","count.12922","count.12923","count.19921","count.19922","count.19923","count.91921","count.91922","count.91923","count.92921","count.92922","count.92923","count.11112","count.11122","count.11311","count.11312","count.11313","count.11912","count.12311","count.12312","count.12313","count.12321","count.12323","NUTS_ID"
1,17505,4112,3452,1389,1056,174,506571,10748,1745635,130314,3,104271,433424,38,393688,535322,3480,501744,10885225,34349,17730252,6408,574,37493,878,740,47736,958,8,254936,0,0,0,0,0,0,0,0,0,0,0,"NO07"
2,284632,333805,40176,21721,3149,66573,0,0,50,18404965,14108,26172140,4307729,1386,6797090,285142,828,4990199,100065,141,2566483,0,0,0,0,0,0,0,0,0,190,262,2062,9,19122,53,380243,691,1782973,3256,9244,"SE33"
