"ID","count.11111","count.11112","count.11113","count.11121","count.11122","count.11123","count.11311","count.11312","count.11313","count.11321","count.11322","count.11323","count.11911","count.11912","count.11913","count.11921","count.11922","count.11923","count.12111","count.12112","count.12113","count.12121","count.12122","count.12123","count.12311","count.12312","count.12313","count.12321","count.12323","count.12911","count.12912","count.12913","count.12921","count.12922","count.12923","count.31921","count.31922","count.31923","count.32121","count.32122","count.32123","count.32921","count.32922","count.32923","count.11211","count.11212","count.11213","count.12211","count.12212","count.12213","count.11221","count.11222","count.11223","count.12322","NUTS_ID"
1,174888,1266,294960,258280,241,572629,50321,1504,50452,6261,3,88342,2807028,50494,9277622,1321305,4784,3561018,108243,1543,191700,63879,77,48987,1864,19,7681,3256,5207,1274432,14947,1563542,5937,10,29477,21771,13,78730,17665,1,5804,158131,63,198932,0,0,0,0,0,0,0,0,0,0,"AL03"
2,1672237,111954,7145800,0,0,0,4687,1164,270623,0,0,0,7473,351,35499,0,0,0,3200664,906980,14731033,0,0,0,10205,2803,339832,0,0,31145,7979,111106,0,0,0,0,0,0,0,0,0,0,0,0,14690,3745,27740,117575,19405,262345,0,0,0,0,"EL53"
3,4111597,323204,21236042,952629,9600,2979977,289694,79426,4196240,25745,4874,1711230,174301,10199,559055,1796,11,13428,775303,105972,3038566,21930,1668,241763,171978,32477,619740,29376,719860,32339,4096,249998,18,382,6188,0,0,0,0,0,0,0,0,0,11069,51,18880,0,0,0,7520,7,7473,2447,"EL54"
4,954830,37659,3908831,26740,2,12301,4594,1519,85335,0,0,0,2018,246,15945,0,0,0,47681,3744,719530,0,0,0,650,61,27030,0,0,549,67,12175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"EL61"
