"ID","count.12323","count.91323","count.91911","count.91912","count.91913","count.91923","count.92313","count.92323","count.92913","count.92923","count.99913","count.99923","count.11111","count.11112","count.11113","count.11121","count.11122","count.11123","count.11311","count.11312","count.11313","count.11321","count.11322","count.11323","count.11911","count.11912","count.11913","count.11921","count.11922","count.11923","count.12111","count.12112","count.12113","count.12121","count.12122","count.12123","count.12311","count.12312","count.12313","count.12321","count.12322","count.12911","count.12912","count.12913","count.12921","count.12922","count.12923","count.12993","count.19113","count.19123","count.19313","count.19913","count.19923","count.19993","count.91111","count.91112","count.91113","count.91311","count.91312","count.91313","count.91993","count.92111","count.92112","count.92113","count.92311","count.92312","count.92321","count.92911","count.92912","count.92991","count.92992","count.92993","count.99113","count.99313","count.99993","NUTS_ID"
1,18,129,4,1,579,422,395,3339,1771,359,539,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"PT19"
2,256381,70,3898,5317,71078,1043,49831,2341,80855,1185,17331,83,804956,271411,4952663,339357,113513,1576456,10236,4773,222534,4903,553,37970,5861,4942,86402,762,270,21682,205072,142529,1452476,6223,3657,157353,15840,4031,402641,648,375,5643,3256,195795,84,3,13218,115,2647,7,203,12221,511,58,49684,36549,332304,534,93,578,3,25279,24024,231618,1691,1548,6,3352,3603,3673,763,1879,2082,2,1264,"PT1D"
