"ID","count.11111","count.11112","count.11113","count.11311","count.11312","count.11313","count.11911","count.11912","count.11913","count.12111","count.12112","count.12113","count.12311","count.12312","count.12313","count.12911","count.12912","count.12913","NUTS_ID"
1,424549,170813,2616843,1952,26,84030,9794,2351,48407,7232347,2716789,34147082,200,18,13631,193220,47770,1102126,"HU12"
2,374986,104631,1445158,2934,19,104046,9560,26,36260,3024206,710406,16025134,26176,1855,611113,56788,11006,403108,"HU31"
3,0,0,0,0,0,0,0,0,0,2579392,752385,15696048,0,0,0,95206,35825,424090,"HU32"
4,0,0,0,0,0,0,0,0,0,1528149,417808,2738147,0,0,0,792,399,12616,"HU33"
5,7124,2643,117117,0,0,0,4283,1827,78405,306411,89281,2276151,0,0,0,109912,22892,943737,"HU11"
